StopName,Routes...
金商公路陈新路,青商线,徐商定班线
金商公路雪米路,青商线,徐商定班线
金园一路金园八路,340路,561路
金园一路金沙江西路,340路,561路,196路,121路
金园一路靖远路,340路,740路
金园一路鹤霞路,340路,561路,158路
金大公路,奉浦快线
金大公路浦星公路,南航线
金大公路贤浦路,南航线,奉贤21路,奉贤23路
金大公路金钱公路,南航线,奉贤23路,奉贤21路
金家宅,金漕线
金家浜,廊下5路
金家里,奉贤11路
金展路,1655路
金山万达枢纽站,金山11路,金山100路,石漕线,金山3路,1662路,1686路,松卫线,金山10路区间
金山中学,1671路,1657路
金山中心医院漕泾分院,金漕线
金山体育中心,金山100路
金山体育中心（南门）,金山11路
金山公安分局,上石线
金山初级中学,1686路,金山10路区间
金山北站,朱泾5路,枫泾7路,1685路
金山区人民政府,金山8路,金山3路
金山区医保中心,金山100路,金山3路,金山5路
金山区行政服务中心,金山8路,金山3路,金山5路
金山医院,朱石专线
金山博物馆,金山10路区间,金山10路
金山卫站（北广场）,金山7路,金山4路,金山10路区间
金山卫站（南广场东站）,金山1路,金山2路,金山8路,朱钱卫线,金山100路,枫戚快线,奉卫线
金山卫站（南广场西站）,金山11路
金山卫站（南广场）,朱石专线,金山115路
金山卫镇卫生服务中心,金山8路,金山卫二路
金山卫镇政府,金山卫一路
金山园区站,1658路,1651路,亭卫专线,金山中部环线,1655路
金山大桥,金漕线,南金线,金山105路区间
金山大道,上石线
金山大道卫六路,朱钱卫线,枫戚快线
金山大道卫宏路,朱钱卫线
金山大道卫零路,朱钱卫线
金山大道城河路,朱钱卫线,金山4路
金山大道夏盛路,朱钱卫线,金山卫二路
金山大道学府路,朱钱卫线,枫戚快线
金山大道春华路,朱钱卫线,金山卫二路
金山大道海芙路,亭卫专线B线
金山大道西静路,朱钱卫线,枫戚快线
金山大道金山区人民政府,亭卫专线B线,松卫专线
金山大道金山区人民法院,亭卫专线B线,松卫专线
金山工业区大道夏宁路,1653路,金山工业区一路
金山工业区大道春丽路,1653路,金山工业区一路
金山工业区大道松金公路,金山中部环线
金山江西路金园一路,121路
金山汽车站,1650路,金漕线,南金线,金山105路区间,莘金专线
金山第二工业区,朱钱卫线
金山铁路亭林站,亭卫专线B线,浦亭线
金康东路亭卫公路,山阳2路区间
金康东路卫昌路,山阳2路区间
金廊公路三浜村,金山100路
金廊公路中发路,朱松专线
金廊公路五龙村,1681路
金廊公路亭枫公路,朱松专线
金廊公路北秀公路,乐松专线,朱松专线
金廊公路南塘,金山中部环线
金廊公路后陈港,金山100路
金廊公路廊下中学,金山105路区间,金山中部环线
金廊公路建新大街,金山中部环线
金廊公路景钱路,金山中部环线,廊下5路
金廊公路漕廊公路,金山105路区间
金廊公路金山大桥,金山100路
金开南路海鹏路,浦东49路
金张公路东贤路,张堰一路,1663路
金张公路五龙寺,金山100路
金张公路六号桥,1668路,金山100路
金张公路六桥,1668路
金张公路农业银行,金山100路,金山105路
金张公路吕巷,金山100路
金张公路张堰,金山100路,金山105路
金张公路张泾桥,金山100路,金山105路,1663路,1660路
金张公路张溪路,金山100路,金山105路,1660路
金张公路振凯路,金山105路
金张公路振辉路,金山105路
金张公路朱吕公路,金山105路区间
金张公路沈贵泾,1668路
金张公路田阳路,1668路
金张公路界山路,金山100路,金山105路,1660路
金张公路秦望路,1663路
金张公路震凯路,金山100路
金张公路震辉路,金山100路
金张支线张溪路,1663路
金张支线界山路,1663路
金星,金汇1线
金星村3组,祝桥1路
金晓路海容路,曹路3路,浦东27路,浦东49路
金晓路海松路,浦东49路,浦东27路
金朱路朱张路,周康5路
金朱路窑港路,周康5路
金杨新村,554路
金杨路云山路,浦东94路,783路,785路,640路,339路,774路,630路,554路,浦东35路,浦东78路,隧道六线,723路,970路,浦东88路,843路,浦东62路
金杨路居家桥路,609路,浦东94路,783路,785路,339路,970路,774路,640路,843路
金杨路杨湾村,金泽3路
金杨路枣庄路,浦东94路,783路,182路,843路,785路,777路,774路,961路,浦东35路,浦东78路,640路
金杨路潘家湾村,金泽3路
金杨路西湾村,金泽3路
金杨路金业路,182路,浦东35路,640路,785路,777路,774路,843路
金杨路金口路,浦东94路,630路,783路,浦东35路,浦东78路,723路,339路,961路,182路,970路,浦东88路,843路,浦东62路
金杨路金桥路,961路,浦东94路,783路,182路,浦东35路,浦东78路,774路,785路,777路,640路,843路,浦东62路
金桥村,崇明乡村10路
金桥村1队,崇明乡村10路
金桥路博山东路,573路,130路,59路,大桥四线,778路,874路,浦东108路
金桥路地铁站,浦东86路,777路,浦东62路
金桥路川桥路,浦东94路,778路,浦东108路
金桥路张杨北路,874路
金桥路张杨路,573路,浦东21路,浦东108路
金桥路李四路,609路,浦东94路,申川专线,961路,浦东108路
金桥路杨高中路,浦东94路,630路,961路,浦东108路
金桥路栖山路,778路
金桥路浦东大道,浦东21路,大桥四线,778路,130路,浦东88路,浦东108路
金桥路金明路,961路,浦东94路,778路,浦东108路
金桥路金杨路,浦东94路,573路,浦东21路,777路,961路,778路,874路,浦东86路,浦东108路
金桥路锦绣东路,961路,609路,浦东94路,浦东108路
金桥路龙东大道,961路,609路,浦东94路,申川专线,浦东108路
金水新苑,奉贤6路
金水苑,浦亭线,458路,海沈线,奉贤40路
金汇,奉贤42路,奉浦快线,金汇1线,海航专线,奉贤23路
金汇南路吴中路,闵行33路,闵行18路,721路
金汇塘路浦星公路,奉贤9路
金汇塘路海佳路,奉贤9路
金汇塘路海浪路,海沈线
金汇塘路海湾路,海沈线
金汇塘路海鸥路,海沈线
金汇塘路规划路,奉贤18路,奉贤9路,海湾1线
金汇敬老院,沪塘专线
金汇村,松江79路
金汇港桥,奉贤24路
金汇路红松路,804路,721路
金汇路金雨路,867路,721路
金汤路高陵路,827路,740路
金沙江西路华江公路,嘉定113路
金沙江西路华江路,嘉定104路,嘉定117路,173路,嘉定120路,嘉定127路,196路,815路,158路,121路
金沙江西路新福路,嘉定104路,嘉定113路,121路
金沙江西路新郁路,嘉定104路
金沙江西路金园一路,嘉定117路,173路,196路,158路
金沙江西路高潮路,嘉定104路,嘉定113路
金沙江路万镇路,67路,94路,158路
金沙江路中山北路,846路,67路,136路,856路,216路,947路
金沙江路中江路,876路,766路,858路,94路,67路,765路,739路,216路
金沙江路丰庄路,94路,67路,158路
金沙江路丹巴路,889路,94路,67路,1231路,765路,216路
金沙江路新郁路,158路
金沙江路杨柳青路,754路
金沙江路泸定路,858路,94路,67路,765路,1231路,216路
金沙江路真北路,889路,551路,94路,67路,807路,1231路,765路,158路
金沙江路祁连山南路,67路,94路,158路
金沙路东大街,嘉定1路,嘉定6路
金沙路博乐路,嘉定4路
金沪路云桥路,777路
金沪路宁桥路,987路
金沪路桂桥路,浦东88路
金沪路金港路,777路
金泽汽车站,青浦36路,青金线
金洲街银城中路,陆家嘴金融城3路,陆家嘴金融城1路
金流路月工路,1658路
金流路漕廊公路,1658路
金浜路福泉路,新泾1路,88路
金海公路,奉浦快线,海湾快线,南团快线
金海公路万众路,1553路,奉贤18路,海沈线
金海公路光建路,1553路,奉贤18路,海沈线
金海公路关五路,458路,457路
金海公路兴裕路,奉贤18路,海沈线
金海公路南奉公路,奉贤11路,奉贤2路,457路,海湾快线,海沈线,奉贤4路B线,奉贤4路
金海公路南行港路,458路
金海公路岚丰路,458路
金海公路平庄公路,1552路,1553路,海湾快线,奉贤18路,海沈线
金海公路广丰路,奉贤11路
金海公路新寺中心河桥,奉贤9路
金海公路新林东路,海沈线
金海公路新林公路,海湾快线,奉贤18路
金海公路旗港路,1552路,1553路,海湾快线,奉贤18路
金海公路汇中路,458路,457路
金海公路红旗港路,海沈线
金海公路航南公路,奉贤11路,457路
金海公路金齐路,奉贤11路
金海公路高丰路,奉贤11路
金海卫生服务中心,奉贤6路,458路,奉贤40路
金海湖地铁站,457路,奉贤21路,海沈线,奉贤11路
金海路,630路
金海路东川公路,630路,浦东67路
金海路东陆路,浦东42路,777路,630路
金海路凌空北路,浦东67路,630路
金海路地铁站,790路,630路,浦东5路,浦东27路
金海路杨高中路,630路
金海路民唐路,630路
金海路民耀路,浦东68路,沪川线
金海路环东二大道,浦东5路,浦东27路
金海路申江路,630路,浦东5路,1130路
金海路金丰路,浦东5路,790路,曹路1路,浦东27路
金海路金吉路,790路,630路,浦东27路
金海路金港路,777路
金海路金穗路,790路,630路,1130路,浦东5路,浦东27路
金海路金高路,777路,630路,浦东42路
金海馨园西门,海沈线
金海馨苑西门,奉贤18路
金润路银翔路,嘉定126路,嘉定119路,嘉定58路
金淼路丰福路,1731路
金淼路凤舞路,1731路
金淼路月牙湾路,1731路
金港路云桥路,浦东42路
金港路新金桥路,573路,浦东42路
金港路桂桥路,浦东42路
金港路金海路,浦东42路
金港路金湘路,浦东42路
金湘路宁桥路,浦东77路
金湘路川桥路,浦东77路
金湘路桂桥路,浦东88路,浦东42路
金源果蔬,奉贤26路
金溪路沪青平公路,青浦36路,金泽3路
金溪路金中路,青浦36路,金泽3路
金滂路凤舞路,1731路
金玉路富永路,松江39路
金玉路梅园路,松江106路,1807路,松江34路,南松专线,松江39路
金玉路永航路,1807路,松江34路,松江28路,松江25路,松江39路
金玉路玉树路,松江25路,1807路,松江34路,松江28路,松江39路
金王村,奉贤24路,海航专线
金田路朱枫公路,练塘4路
金田路金田村,练塘4路
金白花路大凉山路,松江105路
金白花路贡嘎山路,松江97路,松江105路,松江104路,松江91路
金白花路钟贾山路,松江105路
金皖路新金桥路,777路
金盟中学,金山1路
金睦路海纳路,790路,浦东32路,浦东49路
金睦路海鸣路,790路,浦东32路
金石北路三号桥,朱钱卫线
金石北路五龙村,朱钱卫线
金石北路光明村,朱钱卫线
金石北路和平村委,朱钱卫线
金石北路干家宅,朱钱卫线
金石北路干钱路,朱钱卫线
金石北路平漾路,朱钱卫线
金石北路幽泾,朱钱卫线
金石北路招呼站,1681路
金石北路新泾河,朱钱卫线,1681路
金石北路新泾路（水果公园）,1676路,1677路
金石北路晋家宅,朱钱卫线
金石北路朱吕公路,朱钱卫线
金石北路杨家村,朱钱卫线,1681路
金石北路沈三路,朱钱卫线,1681路
金石北路沈庄,朱钱卫线
金石北路爱五路,1681路
金石北路爱国,朱钱卫线
金石北路车镜路,朱钱卫线
金石北路金张公路,朱钱卫线
金石北路金秦路,朱钱卫线
金石北路颐和苑,1681路
金石北路高尔夫社区,朱钱卫线
金石南路刘建路,朱钱卫线
金石南路南石,朱钱卫线
金石南路塔东路,朱钱卫线
金石南路张桥村,朱钱卫线
金石南路新联村,朱钱卫线
金石南路星火村委,朱钱卫线
金石南路横召村委,朱钱卫线
金石南路漕廊公路,朱钱卫线
金石南路玮十河桥,朱钱卫线
金石南路联合,朱钱卫线,金山卫二路
金石南路金梅路,朱钱卫线
金石南路钱圩,朱钱卫线
金石村委会,1062路
金石路山茶路,宝山95路,宝山89路
金石路枫叶路,宝山95路
金石路沈庄,1681路
金石路潘泾路,宝山95路,宝山89路
金石路罗东路,宝山95路
金石路罗宁路,宝山95路,宝山89路
金石路萧云路,宝山89路,宝山95路,892路
金碧路北行路,奉贤6路
金碧路南行港路,奉贤6路
金秋路张东路,浦东1路,张江环线,1104路
金科路中科路,浦东25路
金科路云桥路,961路
金科路军民路,浦东25路,浦东70路
金科路华夏东路,浦东25路
金科路华夏中路,浦东70路
金科路地铁站,1113路
金科路康桥东路,浦东25路
金科路张衡路,1090路
金科路晨晖路,浦东58路,1090路,1113路
金科路李时珍路,778路
金科路沔北路,浦东25路
金科路祖冲之路,孙桥1路
金科路蔡伦路,1090路,浦东58路
金科路韩钱路,浦东25路
金穗路上川路,沪川线
金穗路川桥路,1130路
金穗路巨峰路,曹路2路
金穗路秦桥路,曹路2路
金穗路鲁桥路,1130路
金粤路金葵路,1058路
金粤路锦绣东路,1039路,1058路,浦东88路
金群路海纳路,790路,浦东32路
金群路海鹏路,曹路3路,790路,浦东32路,浦东26路
金耀南路鹤芳路,嘉定117路,嘉定120路,196路
金耀路金沙江西路,340路,173路,561路
金耀路鹤旋路,嘉定117路,340路,嘉定120路,561路,196路
金耀路鹤霞路,340路,173路,561路
金耀路鹤霞路(江桥),158路
金聚路,奉贤42路
金腾路复成工业区,1655路
金腾路林慧路,1655路
金舸路揽工路,1658路
金舸路豪业路,1658路
金苏路新金桥路,1130路
金茂凯悦酒店,崇明东滩2路（区间）,崇明东滩2路
金茂大厦站,旅游2线
金茂大厦（上海中心）,旅游10线
金葵路张东路,浦东77路,573路,1058路,浦东42路
金葵路申江路,573路,浦东77路,浦东42路
金葵路金槐路,573路,浦东77路,浦东42路
金葵路金粤路,浦东77路,浦东42路,573路
金葵路金豫路,浦东77路
金蒋路姚家港桥,1651路
金蒋路揽工路,1651路
金藏路新金桥路,浦东77路,777路,浦东72路,961路
金藏路金三支路,浦东77路,961路,777路
金豫路云桥路,浦东77路,573路
金豫路宁桥路,浦东77路,573路
金豫路川桥路,浦东77路
金豫路新金桥路,浦东27路
金豫路桂桥路,浦东77路
金辉路保乐路,闵行18路,190路,803路
金辉路朱建路,闵行28路
金辉路闵北路,闵行28路
金迈路众仁路,嘉定126路,828路,193路
金迈路古猗园南路,嘉定126路
金迈路槎溪路,嘉定126路
金迈路金迎路,828路
金运路爱特路,嘉定113路
金运路金沙江西路,嘉定120路,嘉定129路
金运路鹤旋路,815路
金运路鹤霞路,嘉定120路,嘉定129路
金通路众仁路,嘉定115路
金通路古猗园南路,嘉定115路
金通路德园南路,嘉定126路,嘉定115路
金通路金迎路,193路
金都路华宁路,闵行9路
金都路春中路,747路,莘庄工业区1路
金都路春光路,莘庄工业区1路,747路
金都路曙东路,闵行25路
金都路老沪闵路,闵行25路
金都路莲花南路,闵行25路
金都路虹梅南路,闵行14路
金都路都会路,闵行25路
金都雅苑,奉贤34路,奉贤15路,莘南专线
金钟路剑河路,830路,808路
金钟路福泉路,新泾1路
金钱公路北行路,奉贤23路
金钱公路南奉公路,458路,奉贤24路,奉贤47路,奉贤23路,奉贤1路,奉贤15路,奉贤4路,奉贤4路B线,海航专线
金钱公路南港路,海航专线
金钱公路南行港路,金汇2线
金钱公路南金汇路,海航专线
金钱公路平庄公路,奉贤24路,海航专线
金钱公路望河路,458路,奉贤40路,海航专线
金钱公路沿港河路,458路,奉贤40路,海航专线
金钱公路浦星公路,奉贤24路,海航专线
金钱公路清朗路,海航专线
金钱公路百康路,海航专线
金钱公路秀竹路,海航专线
金钱公路秀韵路,海航专线
金钱公路金大公路,海航专线
金钻路上川路,曹路3路,浦东5路,浦东26路,浦东32路,630路,浦东49路,浦东20路,浦东27路
金钻路海松路,曹路3路,浦东5路,浦东32路,浦东49路,浦东26路
金钻路海鸣路,曹路3路,浦东32路,790路,浦东26路,浦东49路
金钻路海鹏路,曹路3路
金钻路金海路,浦东5路,浦东67路,浦东32路
金闸公路大叶公路,奉贤42路,金汇1线,奉贤23路,海航专线
金闸公路工业路,海航专线,奉贤23路
金闸公路辉煌路,海航专线
金闸路永丰村,浦江7路
金闻路S32,188路
金闻路卫亭路,188路,祝桥1路
金闻路祝潘路,祝桥1路
金闻路金亭公路,188路
金闻路金亭路,祝桥1路
金闻路闻居路,机场八线
金阳路沪闵路,143路,闵行10路,闵行41路
金阳路都市路,143路,闵行10路,闵行41路
金陵东路中山东二路,934路
金陵东路普安路,123路
金陵东路浙江南路,123路,17路
金陵东路码头,旅游2线
金陵东路紫金路,17路
金陵中路普安路,455路,775路,324路,23路
金陵中路黄陂南路,108路
金陵中路龙门路,455路,108路,789路,783路,782路,775路,隧道八线,23路
金陵西路连云路,775路,隧道八线
金高路万安街,浦东78路,774路,1016路,浦东17路,843路
金高路东靖路,843路,774路,浦东72路,406路,浦东78路,浦东17路
金高路乐园路,774路,843路,浦东86路,799路,浦东17路
金高路乐林路,浦东86路,799路,浦东17路
金高路佳京路,774路,浦东86路,799路,浦东17路,843路
金高路佳林路,777路,774路,浦东86路,浦东17路,沪川线,浦东42路
金高路俱进路,774路,406路,1016路,浦东78路,浦东17路,843路
金高路巨峰路,406路
金高路源华路,浦东72路,774路,浦东86路,987路,799路,浦东78路,1006路,浦东17路,843路
金高路行泰路,浦东72路,774路,浦东78路,浦东17路,843路
金鼎路定边路,822路,743路,嘉定104路,嘉定113路
金鼎路潼关路,嘉定113路,嘉定104路
金鼎路祁连山路,838路
金鼎路靖边路,嘉定113路
金齐路庆园路,海沈线
金齐路望园路,奉贤39路
金齐路金海公路,457路
金龙新街沈浦泾南路,1671路
金龙新街沈浦泾南路（下客）,朱卫线
鑫源路鑫都路,747路
鑫都城,747路
鑫都路中春路,闵行17路,747路
鑫都路新源路,闵行17路
鑫都路鑫源路,747路
钜庭路东方美谷大道,奉贤16路
钜庭路庄行光明路,奉贤16路
钟楼,1672路
钟贾山路九川泾路,松江97路,松江104路
钦州北路桂平路,205路,120路,257路
钦州北路桂林路,804路,205路,820路
钦州北路苍梧路,205路,120路
钦州北路虹漕路,205路,120路
钦州南路柳州路,1203路,224路
钦州南路桂林路,732路,224路,804路,946路
钦州南路桂江路,830路
钦州南路虹漕南路,43路,732路,93路,804路
钦州南路钦州路,1203路
钦州路冠生园路,1203路
钦州路康健路,1203路
钦州路田林东路,122路
钦江路桂平路,257路,927路,1211路
钦江路苍梧路,927路
钦江路虹漕路,927路
钱商大街金石路,金山100路,金山105路,金山卫二路
钱圩卫生服务中心,金山卫二路,金山100路,金山105路
钱堂周家宅,浦东76路
钱堂孙家宅,浦东76路
钱塘新立队,浦东76路
钱家宅,452路,奉贤25路,嘉定60路,嘉定107路B线,嘉定58路,嘉定64路
钱家草路大方路,松江75路
钱桥,奉贤24路,海航专线
钱门,嘉定61路
钱陆路石太路,宝山12路
铁力路友谊路,711路
铁力路富锦路,宝山87路,宝山23路,宝山10路
铁力路湄浦路,711路
铁山路铁通路,711路
铁岭路抚顺路,142路,115路,310路,554路,874路
铁路亭林站,莲亭专线
铃兰路临港大道,申港3路,申港1路,临港10路,临港4路
铃兰路杞青路,临港10路,临港4路
铃兰路白荆路,临港11路
铜仁路南京西路,323路
铜川路万镇路,嘉定113路
铜川路兰溪路,724路
铜川路北石路,105路,63路,743路
铜川路双河路,105路
铜川路安边路,743路,嘉定113路
铜川路府村路,724路
铜川路曹杨路,858路
铜川路真光路,105路,743路,740路
铜川路真北路,105路,743路
铜川路祁连山南路,743路,830路,嘉定113路,808路
铜川路高陵路,105路,743路
银圩路白粮路,松江106路,松江39路区间,松江39路
银圩路白苧路,松江106路
银圩路百雀寺路,松江106路,松江39路区间,松江39路
银城中路东园路,陆家嘴金融城1路
银城中路浦东南路,82路
银城路日照路,浦东73路,浦东15路,浦东62路
银城路浦东南路,浦东15路,浦东62路
银宵路梅花路,1013路
银山路云山路,961路,554路
银山路金口路,970路,隧道六线
银峰路溪平路,曹路2路
银工路,柘林3线
银康路富卓路,闵行35路,闵行37路
银康路富国路,闵行29路,闵行35路,闵行37路
银康路富才路,闵行35路,闵行37路
银康路富文路,闵行29路,闵行35路,闵行37路
银康路富杰路,闵行29路,闵行35路,闵行37路
银春路中春路,闵行29路,闵行17路,闵行37路
银春路北竹港,闵行17路,闵行37路
银春路华宁路,马桥1路,闵行29路,闵行17路,闵行37路
银春路华宁路（夏朵小区）,闵行29路
银春路富卓路,闵行29路,闵行17路,闵行37路
银春路富国路,闵行29路,闵行17路,闵行37路
银春路富学路,闵行17路,闵行37路
银春路富岩路,闵行29路,闵行17路,闵行35路,闵行37路
银春路富文路,闵行17路,马桥1路区间,闵行35路
银春路富杰路,闵行29路,闵行17路,闵行35路,闵行37路
银春路终点站,马桥1路,闵行21路
银杏路白丽路,742路,193路
银杏路雪松路,742路,193路
银樽路齐爱路,1091路
银泽路光星路,松莘线
银泽路嘉松南路,松莘线
银泽路嘉松南路（西）,1802路
银泽路定恒路,松江96路
银泽路富林环路,松江旅游观光2线,松江旅游观光1线
银泽路广康路,松江96路
银泽路辰晓路,1802路,松江96路
银泽路龙腾路,松江96路
银泽路龙马路,松江96路,1802路
银翔路众仁路,嘉定125路,嘉定118路,嘉定115路
银翔路众仁路（南翔医院）,嘉定119路
银翔路德园南路,嘉定126路,嘉定115路
银翔路扬子路,嘉定126路,嘉定118路
银翔路星华路,嘉定125路,嘉定126路,嘉定118路,嘉定115路
银翔路槎溪路,嘉定125路,嘉定119路,嘉定118路
银都新村,莘金专线
银都西路中心大道,松江52路
银都西路申南六路,松江52路
银都路,莘金专线
银都路中春路,闵行9路
银都路景洪路,闵行22路,闵行14路,157路
银都路老沪闵路,162路,218路
银都路莲花南路,162路
银都路虹梅南路,闵行22路,162路,闵行14路,157路
银都路虹梅南路(上行单向),218路
银飞路沪城环路,临港4路
银飞路首末站,1135路
银龙路恒定路,嘉定21路
锡虹路,71路区间
锦乐路园和路,宝山91路
锦安东路,607路,184路
锦安东路东城新村,浦东4路
锦安东路东建路,607路,浦东106路,浦东4路
锦安东路锦绣路,607路
锦安东路首末站,浦东106路,浦东4路
锦安东路（东城新村）,184路,607路,浦东106路
锦富路杨南路,宝山92路
锦尊路北艾路,1008路
锦尊路华绣路,1083路
锦尊路成山路,1008路
锦带路迎春路,987路,浦东78路
锦昔路站,松江有轨电车1号线,松江有轨电车2号线
锦昔路荣乐东路,1817路
锦梅路普杰路,闵行13路
锦梅路梅富路,闵行13路
锦梅路老宅里路,闵行13路
锦港佳苑一期,四团2线,四团1线
锦港佳苑二期,四团2线,四团1线
锦港佳苑二期东门,四团2线
锦秋花园瑞康路,885路
锦秋路,宝山38路,宝山56路,332路,58路,宝山85路
锦秋路南陈路,885路,828路,767路,宝山25路
锦秋路沪太路,宝山25路
锦秋路瑞康路,828路,767路,宝山25路
锦秋路祁连山路,宝山38路,宝山25路
锦秋路（上海大学）,767路
锦绣东路云山路,609路
锦绣东路云顺路,浦东88路
锦绣东路华东路,浦东2路
锦绣东路张东路,1039路
锦绣东路申江路,浦东88路,浦东42路
锦绣东路紫雅路,1039路
锦绣东路金港路,浦东42路,浦东88路
锦绣东路金湘路,浦东88路,浦东42路
锦绣东路金粤路,浦东88路
锦绣东路黄杨路,609路
锦绣路世纪大道,184路,640路,浦东35路,794路
锦绣路北艾路,607路,1083路,北蔡1路,730路,970路,792路,184路,639路,969路
锦绣路华夏西路,639路
锦绣路康桥路,639路
锦绣路御桥路,639路
锦绣路成山路,639路,1083路,969路
锦绣路梅花路,浦东35路,794路
锦绣路浦建路,639路,792路,640路,184路
锦绣路绿林路,639路
锦绣路罗山路,987路,浦东35路
锦绣路花木路,浦东35路,794路,640路,184路
锦绣路锦和路,639路,浦东106路,792路,184路
锦绣路高科西路,639路,607路,184路,北蔡2路,792路
锦绣路高青路,639路
锦西路打虎山路,713路,871路
锦陈路先晨路,崇明东滩4路
锦陈路北沿公路,崇明东滩4路
锦陈路展晨北路,崇明东滩4路
锦陈路永东路,崇明东滩4路
锦陈路花漂中路,崇明东滩4路
锦陈路草港公路,崇明东滩4路
锦陈路裕西中路,崇明东滩4路
锦陈路裕西北路,崇明东滩4路
锦陈路陈海公路,崇明东滩4路
镇东村,南海线
镇中东路垂姚支路,赵巷5路
镇中东路垂姚路,赵巷5路
镇中东路芦沈路,赵巷5路
镇中路巷居路,赵巷1路,赵巷2路
镇中路民实路,赵巷2路
镇中路莲民路,金泽5路
镇中路莲湖路,青浦28路
镇中路赵重公路,赵巷1路,赵巷3路,赵巷2路
镇中路镇乐路,赵巷5路
镇乐路镇中路,赵巷2路
镇乐路镇泽路,赵巷2路
镇北,奉城1线
镇北3组,江五线
镇南,浦东23路
镇南路赵高公路,外高桥4路
镇坪路石泉路,876路,321路,846路,40路
镇宁路,71路区间,71路
镇政府,廊下5路,廊下2路,廊下4路,廊下3路
镇泰路富杨路,705路,宝山2路
镇泰路杨泰路,宝山30路
镇泰路松兰路,宝山2路
镇社区卫生服务中心,1073路,1079路,惠南10路
镜泊湖路宝菊路,1605路,宝山29路
镜泊湖路沪太公路,宝山3路,527路,345路,1604路
镜泊湖路陆翔路,1605路,宝山3路,527路,宝山29路
长临路临汾路,745路,705路,850路,832路
长临路共康三村,850路
长临路共康八村,745路,705路,850路,741路
长临路共康四村,850路,832路
长临路共康四村(上行单向),705路
长临路共康路,719路,832路,745路,812路,705路,741路,850路
长临路南蕰藻路,850路
长临路场北路,745路,705路,850路,宝山35路
长临路长江西路,745路,705路,850路,812路,719路,741路
长乐路常熟路,40路
长乐路陕西南路,26路
长兴东路新农河路,松江55路,松江50路
长兴医院,长兴1路（区间）,长兴4路,长兴1路
长兴岛汽车站,长兴4路,1731路,申崇四线,申崇四线（区间）,横长线,申崇五线,长兴2路,长兴1路（区间）,长兴1路,长兴3路,陈凤线
长兴村,882路
长兴村路长兴村,山阳1路
长兴消防中队,长兴4路,长兴2路
长兴社区卫生院,长兴4路,长兴2路,长兴3路
长兴西路刘五公路,松江69路
长兴西路洞业路,松江55路
长兴路倪家宅,山阳1路
长兴路同乐路,松江55路,松莘线,松江11路,松江56路
长兴路张泾河桥,松江55路,松江11路,松江56路
长兴路张泾路,松江55路,松莘线,松江11路,松江56路
长兴路沪松公路,松莘线,松江11路
长兴路泗砖公路,松莘线
长兴路泗砖南路,松江57路,松江55路,松江56路
长凯路兴冠路,长兴1路,长兴1路（区间）
长北路长北村,金泽2路
长华路华泾路,770路,731路,浦西滨江1路,714路
长发路新川沙路,宝山18路,宝山86路
长堤,奉贤26路
长堰,四团1线
长堰村8组,四团1线
长塔路,1849路
长塔路长石路,1849路
长塘桥,834路
长宁路中山西路,737路,54路,88路,519路,909路,67路,776路,765路,190路,316路
长宁路古北路,54路
长宁路娄山关路,54路,316路
长宁路安西路,13路
长宁路江苏北路,737路
长宁路江苏路,54路,13路,737路,765路,941路,316路
长宁路遵义路,54路,316路
长宁路锦屏路,54路,316路
长安路恒通路,845路
长寿新村,24路,304路,138路
长寿路叶家宅,36路
长寿路叶家宅路,63路,105路,768路,54路,966路,40路,106路,13路,319路,837路,941路,316路
长寿路常德路,63路,105路,768路,106路,966路,740路,13路,319路,837路,36路,941路,316路
长寿路武宁路,321路,63路,105路,54路,717路,13路,319路,316路
长寿路江宁路,63路,768路,105路,966路,106路,740路,13路,319路,837路,941路,316路
长寿路胶州路,63路,768路,105路,54路,316路,966路,740路,319路
长寿路西康路,63路,105路,768路,740路,966路,13路,319路,837路,941路,316路
长岛绿地停车场,南隆专线
长岛路东陆路,1010路,85路
长岛路兰城路,沪川线
长岛路博兴路,1033路
长岛路台儿庄路,浦东77路,182路,638路,774路,843路
长岛路张扬北路,浦东77路
长岛路张杨北路,638路,浦东35路,沪川线
长岛路柳埠路,浦东35路,640路,沪川线
长岛路船舶新村,1033路
长岛路菏泽路,85路
长峰新村,733路
长征农场,南隆专线,南隆专线（区间）
长征奶牛场,南隆专线,南隆专线（区间）
长征新村,719路,90路
长明村,长兴4路,长兴2路
长春村,宝山80路
长桥山庄,沪南线
长桥新村,111路
长桥路上中路,闵行20路,824路,820路
长桥路罗秀路,731路
长横渡口,长兴4路
长橘路丰福路,1731路,长兴2路,长兴3路
长水街茸凯路,松江66路,1803路
长江农场,南江专线,崇明乡村10路,堡胜专线,崇明乡村7路,堡胜专线（区间）
长江南路何家湾路,502路,552路,713路,302路,883路,52路,1612路,1611路,751路
长江南路西塘桥,502路,552路,160路,宝山36路,883路,52路,751路
长江南路逸仙路,宝山88路,宝山36路,151路
长江村一组,1121路
长江村六组,1121路
长江水产养殖场,崇明乡村7路
长江童伞厂,崇明乡村10路
长江西路三泉路,719路
长江西路三转炉,728路,552路,883路
长江西路共和新路,宝山17路,312路,849路,95路,828路,883路,宝山35路,726路
长江西路康宁路,741路
长江西路江杨南路,322路,159路,728路,552路,883路,726路
长江西路泗塘新村,宝山17路,849路,552路,883路,宝山35路,159路
长江西路爱辉路,宝山17路,728路,883路,726路
